seed,Time(h),model,Coverage,Mean,Std_Dev,CSV_Coverage,DSV_Coverage,New_locs,Cov_Efficiency,CovDev_Vehicle_Path,Mean_Runtime
42,2009-01-03 00:59:00,REASSIGN-F,3730.0,0.18241264883857114,0.38719383632317705,3678.0,60.0,52.0,0.8666666666666667,0.33993463423951903,6.944202184677124
42,2009-01-03 01:59:00,REASSIGN-F,4366.0,0.213205153230529,0.4099286682529323,4309.0,60.0,57.0,0.95,0.2179449471770337,6.904338121414185
42,2009-01-03 02:59:00,REASSIGN-F,4010.0,0.19568612141323444,0.39672794620429663,3950.0,60.0,60.0,1.0,0.0,6.9364190101623535
42,2009-01-03 03:59:00,REASSIGN-F,4026.0,0.1965157134491509,0.39748570651002174,3967.0,59.0,59.0,0.9833333333333333,0.12908090009938827,7.02299690246582
42,2009-01-03 04:59:00,REASSIGN-F,3926.0,0.19163576029670115,0.3937119438564894,3867.0,60.0,59.0,0.9833333333333333,0.12801909579781015,7.016524076461792
42,2009-01-03 05:59:00,REASSIGN-F,4290.0,0.20949638883466717,0.4073087883768875,4233.0,58.0,57.0,0.95,0.22146952721836427,6.998217821121216
42,2009-01-03 06:59:00,REASSIGN-F,4178.0,0.20388444270935,0.40288407356266615,4118.0,60.0,60.0,1.0,0.0,6.910116910934448
42,2009-01-03 07:59:00,REASSIGN-F,4637.0,0.22657622486824128,0.41931495748541026,4583.0,60.0,54.0,0.9,0.3,7.013400077819824
42,2009-01-03 08:59:00,REASSIGN-F,4290.0,0.2093987897716182,0.40699942957803864,4231.0,59.0,59.0,0.9833333333333333,0.12908090009938827,7.0072340965271
42,2009-01-03 09:59:00,REASSIGN-F,4336.0,0.21159476869022056,0.4084390071395638,4276.0,60.0,60.0,1.0,0.0,7.3731608390808105
42,2009-01-03 10:59:00,REASSIGN-F,3967.0,0.19358774155768105,0.39510951377596254,3907.0,60.0,60.0,1.0,0.0,7.069401741027832
42,2009-01-03 11:59:00,REASSIGN-F,3545.0,0.17309193831739214,0.3785846237408728,3487.0,60.0,58.0,0.9666666666666667,0.17950549357115012,7.009293079376221
42,2009-01-03 12:59:00,REASSIGN-F,3322.0,0.16279523716572322,0.37102470915636476,3276.0,60.0,46.0,0.7666666666666667,0.4229525846816507,7.187952995300293
42,2009-01-03 13:59:00,REASSIGN-F,2971.0,0.14498340815928168,0.3520841085845835,2911.0,60.0,60.0,1.0,0.0,7.039405822753906
42,2009-01-03 14:59:00,REASSIGN-F,2306.0,0.11253171969549092,0.31601951167272313,2246.0,60.0,60.0,1.0,0.0,6.988436937332153
42,2009-01-03 15:59:00,REASSIGN-F,1733.0,0.08486238532110092,0.27972549983333284,1679.0,60.0,54.0,0.9,0.3,6.9072792530059814
42,2009-01-03 16:59:00,REASSIGN-F,1458.0,0.07114971696271716,0.2570747648814298,1398.0,60.0,60.0,1.0,0.0,6.801687002182007
42,2009-01-03 17:59:00,REASSIGN-F,1333.0,0.06504977552215499,0.24661366999149145,1273.0,60.0,60.0,1.0,0.0,6.776157855987549
42,2009-01-03 18:59:00,REASSIGN-F,1167.0,0.05802264298262737,0.2383342091916639,1129.0,60.0,38.0,0.6333333333333333,0.4818944098266987,6.815291881561279
42,2009-01-03 19:59:00,REASSIGN-F,1020.0,0.050312317001756784,0.22103071608536778,971.0,60.0,49.0,0.8166666666666667,0.3869395588747967,6.571988105773926
42,2009-01-03 20:59:00,REASSIGN-F,1084.0,0.05299629123560414,0.22446131621500656,1026.0,59.0,58.0,0.9666666666666667,0.18096742800053073,6.61046290397644
42,2009-01-03 21:59:00,REASSIGN-F,1553.0,0.07598087058364239,0.26570316923437354,1497.0,59.0,56.0,0.9333333333333333,0.2513965588845988,6.7413880825042725
42,2009-01-03 22:59:00,REASSIGN-F,2046.0,0.09984384149912161,0.2997916756913372,1986.0,60.0,60.0,1.0,0.0,6.747004270553589
42,2009-01-03 23:59:00,REASSIGN-F,3278.0,0.16001366386882687,0.36675181023022907,3219.0,60.0,59.0,0.9833333333333333,0.12801909579781015,6.941536903381348
42,2023-01-01 50:00:00,REASSIGN-F,3023.8333333333335,0.14773448174897522,0.34342931898225926,2967.375,59.75,56.458333333333336,0.9409722222222223,0.1582168805945308,6.930579036474228
42,2023-01-01 100:00:00,REASSIGN-F,9846.0,3.5456763615069296,6.1649136888384035,9310.0,1286.0,536.0,0.37222222222222223,6.0361503274386,633.8215329647064
